question_id,local_test_id,question_hash,test_question,gold_answer,pred_answer,pred_train_idx,top3_train_indices,top3_answers,top3_q_sims,top3_morph_sims,top3_rerank_scores,top3_ans_cos,Exact,Top3ExactHit,TokenF1,QSim,MorphSim,RerankScore,AnsCos,SemHit,Recall3,MRR3,BERTScoreF1,exact_ft_femseg_mapp,top3_ft_femseg_mapp,semantic_ft_femseg_mapp,recall3_ft_femseg_mapp,tokenf1_ft_femseg_mapp,meancos_ft_femseg_mapp,mrr3_ft_femseg_mapp,bertscore_ft_femseg_mapp
13999,234,629935373432,Сөздерді sorted() арқылы соңғы әріптің коды бойынша сұрыптау.,"ord(w[-1]) мәнін key ретінде пайдаланыңыз. ```python words = ['алма', 'банан', 'өрік'] print(sorted(words, key=lambda w: ord(w[-1]))) ```","key=lambda w: ord(w[-1]) қолданылады. ```python words = ['алма', 'банан', 'өрік'] print(sorted(words, key=lambda w: ord(w[-1]))) ```",19344,"[19344, 41977, 34969]","[""key=lambda w: ord(w[-1]) қолданылады. ```python words = ['алма', 'банан', 'өрік'] print(sorted(words, key=lambda w: ord(w[-1]))) ```"", ""key=lambda w: w[-1] параметрін қолданамыз. ```python words = ['алма', 'өрік', 'банан'] print(sorted(words, key=lambda w: w[-1])) ```"", ""key=lambda w: w[-1] — кілт ретінде. ```python words = ['алма', 'өрік', 'банан'] print(sorted(words, key=lambda w: w[-1])) ```""]","[1.0, 0.9760840535163879, 0.9760840535163879]","[1.0, 0.8954166666666666, 0.8954166666666666]","[0.9566414505243301, 0.9347931464672088, 0.9327931722164153]","[0.9763211607933044, 0.8311137557029724, 0.8395428657531738]",0.0,0.0,0.857142857142357,1.0,1.0,0.956641435623169,0.9763211607933044,1.0,1.0,1.0,0.9306686520576477,0.0,0.0,1.0,1.0,0.857142857142357,1.0,1.0,0.9306686520576477
31429,235,928233472372,Path арқылы файлдарды жасалу уақыты бойынша сұрыптап шығару мысалы?,"`.stat().st_ctime` кілтімен сұрыптаймыз. ```python from pathlib import Path files = sorted(Path('.').iterdir(), key=lambda x: x.stat().st_ctime) for f in files: print(f) ```","`.stat().st_ctime` арқылы жасалған уақытын аламыз. ```python from pathlib import Path files = sorted(Path('.').iterdir(), key=lambda f: f.stat().st_ctime) for f in files: print(f) ```",30390,"[30390, 25, 648]","[""`.stat().st_ctime` арқылы жасалған уақытын аламыз. ```python from pathlib import Path files = sorted(Path('.').iterdir(), key=lambda f: f.stat().st_ctime) for f in files: print(f) ```"", ""`sorted()` және `st_ctime` қолданамыз. ```python from pathlib import Path files = sorted(Path('.').iterdir(), key=lambda f: f.stat().st_ctime) for f in files: print(f) ```"", ""`reverse=True` параметрін қолданамыз. ```python from pathlib import Path files = sorted(Path('.').iterdir(), key=lambda x: x.stat().st_ctime, reverse=True) for f in files: print(f) ```""]","[0.9917450547218323, 0.9410775303840637, 0.9493500590324402]","[0.5878787878787879, 0.6241666666666666, 0.6241666666666666]","[0.8873159477277236, 0.872962720823288, 0.8680325926661491]","[0.9308611154556274, 0.9772994518280029, 0.9237865805625916]",0.0,0.0,0.8214285714280721,0.9917450547218323,0.5878787636756897,0.8873159289360046,0.9308611154556274,1.0,1.0,1.0,0.9533589482307434,0.0,0.0,1.0,1.0,0.8214285714280721,0.9917450547218323,1.0,0.9533589482307434
8781,236,12625467159,Default параметрмен бірнеше return бағыты бар функция жазу мысалы.,"Мысал: ```python def compute(a, b=0): if b == 0: return a return a / b print(compute(10)) print(compute(10, 2)) ```",Мысал: ```python def status(code=200): if code == 200: return 'OK' return 'Қате' print(status()) print(status(404)) ```,2366,"[2366, 3738, 27869]","[""Мысал: ```python def status(code=200): if code == 200: return 'OK' return 'Қате' print(status()) print(status(404)) ```"", ""Мысал: ```python def welcome(name='Қонақ'): print(f'Сәлем, {name}!') welcome() welcome('Айгерім') ```"", ""Мысал: ```python def setup_app(debug=False, theme='light'): print(f'Debug: {debug}, Тақырып: {theme}') setup_app() setup_app(True, 'dark') ```""]","[0.9629642367362976, 0.7339724898338318, 0.7089382410049438]","[0.743235294117647, 0.5142045454545454, 0.47671568627450983]","[0.879337802787388, 0.7684206722812219, 0.7552347957036074]","[0.7055059671401978, 0.529853105545044, 0.5617238283157349]",0.0,0.0,0.399999999999505,0.9629642367362976,0.7432352900505066,0.8793377876281738,0.7055059671401978,0.0,0.0,0.0,0.8607546091079712,0.0,0.0,0.0,0.0,0.399999999999505,0.9629642367362976,0.0,0.8607546091079712
42914,237,549802983968,Enricher.enrich(user) — Geo/Device ақпаратымен толықтыру.,"Әртүрлі байытқыштар бірдей интерфейсті ұстанады. python class Geo: def enrich(self, u): u['geo']='KZ'; return u class Device: def enrich(self, u): u['dev']='mobile'; return u print(Device().enrich({'id':1}))","Сыртқы map арқылы конкретті индекс анықталады. `python class Remap: def __init__(self, xs, mapping): self.xs = xs; self.map = mapping def __getitem__(self, k): return self.xs[self.map[k]] r = Remap(['a','b','c'], {'first':0,'second':1}) print(r['second']) # 'b' `",32370,"[32370, 20616, 13895]","[""Сыртқы map арқылы конкретті индекс анықталады. `python class Remap: def __init__(self, xs, mapping): self.xs = xs; self.map = mapping def __getitem__(self, k): return self.xs[self.map[k]] r = Remap(['a','b','c'], {'first':0,'second':1}) print(r['second']) # 'b' `"", ""Remap идеясы. python class Remap: def __init__(self, xs, mp): self.xs = xs; self.mp = mp def __getitem__(self, k): return self.xs[self.mp[k]]"", ""Сыртқы өзгерістерді болдырмау. python from types import MappingProxyType class Map: def __init__(self,d): self._d=dict(d) def view(self): return MappingProxyType(self._d)""]","[0.6410360932350159, 0.6026456356048584, 0.5732691884040833]","[0.0, 0.0, 0.0]","[0.6320130655169487, 0.610791494101286, 0.6107615330815315]","[0.5259199142456055, 0.4396815896034241, 0.505431592464447]",0.0,0.0,0.23684210526266655,0.6410360932350159,0.0,0.6320130825042725,0.5259199142456055,0.0,0.0,0.0,0.7035813331604004,0.0,0.0,0.0,0.0,0.23684210526266655,0.6410360932350159,0.0,0.7035813331604004
23034,238,778021884926,"union() әдісін функция ішінде қолданып, нәтижені қайтару.","Функция жиындарды қабылдап, біріктіріп қайтарады. ```python def merge_sets(a, b): return a.union(b) print(merge_sets({1, 2}, {2, 3})) # {1, 2, 3} ```","Функция жиындарды қабылдап, біріктіреді. ```python def merge_sets(a, b): return a.union(b) print(merge_sets({1, 2}, {2, 3})) ```",33663,"[33663, 34228, 27190]","[""Функция жиындарды қабылдап, біріктіреді. ```python def merge_sets(a, b): return a.union(b) print(merge_sets({1, 2}, {2, 3})) ```"", ""Рекурсияда жиындарды жинау. ```python def merge_all(sets): if not sets: return set() return sets[0].union(merge_all(sets[1:])) print(merge_all([{1}, {2, 3}, {4}])) ```"", ""Функция аргумент ретінде жиындар қабылдап, оларды біріктіреді. ```python def merge_sets(*sets): return set().union(*sets) print(merge_sets({1, 2}, {2, 3}, {4})) # {1, 2, 3, 4} ```""]","[0.8649696111679077, 0.7604452967643738, 0.7211487889289856]","[0.4888888888888888, 0.4888888888888888, 0.31727272727272726]","[0.7958275260130565, 0.7676675178209942, 0.7230303866288879]","[0.9882862567901611, 0.820675253868103, 0.9512923955917358]",0.0,0.0,0.869565217390808,0.8649696111679077,0.4888888895511627,0.7958275079727173,0.9882862567901611,1.0,1.0,1.0,0.9680798053741455,0.0,0.0,1.0,1.0,0.869565217390808,0.8649696111679077,1.0,0.9680798053741455
6916,239,537950482871,range() арқылы фигураның шекарасын салу (тіктөртбұрыш).,"Биіктігі мен ені бар цикл қолданамыз: ```python h, w = 4, 6 for i in range(h): for j in range(w): if i == 0 or i == h-1 or j == 0 or j == w-1: print('*', end='') else: print(' ', end='') print() ```",Мысал: ```python n = 5 for i in range(n): print(' ' * i + '*' * (2*(n-i)-1)) ```,22432,"[22432, 11621, 29611]","[""Мысал: ```python n = 5 for i in range(n): print(' ' * i + '*' * (2*(n-i)-1)) ```"", ""Пробел мен жұлдыздарды бірге қолдану керек: ```python for i in range(1, 6): print(' ' * (5-i) + '*' * (2*i-1)) ```"", ""Жол сайын жұлдыз саны азаяды: ```python for i in range(5, 0, -1): print(' ' * (5-i) + '*' * i) ```""]","[0.8895370960235596, 0.9414324760437012, 0.842729926109314]","[0.42303030303030303, 0.29374999999999996, 0.45999999999999996]","[0.7960573763478886, 0.787355297923088, 0.7854024693727494]","[0.6960158348083496, 0.698649525642395, 0.599279522895813]",0.0,0.0,0.32142857142817927,0.8895370960235596,0.4230303168296814,0.796057403087616,0.6960157155990601,0.0,0.0,0.0,0.7860628962516785,0.0,0.0,0.0,0.0,0.32142857142817927,0.8895370960235596,0.0,0.7860628962516785
44488,240,666782333923,Python-де `len()` функциясын JSON объектісіне қолдануға бола ма?,"JSON объектісі Python-да dict ретінде қаралады, сондықтан кілттер санын қайтарады. ```python import json data = json.loads('{""a"":1, ""b"":2}') print(len(data)) # 2 ```","Жоқ, бірақ өз классыңызда `__len__()` арқылы оның мінез-құлқын өзгертуге болады.",23680,"[23680, 9321, 28951]","[""Жоқ, бірақ өз классыңызда `__len__()` арқылы оның мінез-құлқын өзгертуге болады."", ""Егер класс `__len__()` әдісін анықтаса, иә. ```python class Iterator: def __init__(self, n): self.n = n def __iter__(self): for i in range(self.n): yield i def __len__(self): return self.n print(len(Iterator(5))) # 5 ```"", ""Иә, бірақ ол жұмыс істеуі үшін `__len__()` арнайы әдісін анықтау керек. Бұл әдіс `len()` шақырылғанда орындалады. `python class Student: def __init__(self, subjects): self.subjects = subjects def __len__(self): return len(self.subjects) s = Student(['Math', 'Python']) print(len(s)) # Нәтиже: 2 `""]","[0.7103639841079712, 0.6752296090126038, 0.6336251497268677]","[0.5460526315789473, 0.6478947368421053, 0.5583333333333333]","[0.7732821517555337, 0.7675896193686285, 0.7643007913827896]","[0.3213200569152832, 0.28768372535705566, 0.37623679637908936]",0.0,0.0,0.05555555555513116,0.7103639841079712,0.5460526347160339,0.7732821702957153,0.3213200569152832,0.0,0.0,0.0,0.6493896842002869,0.0,0.0,0.0,0.0,0.05555555555513116,0.7103639841079712,0.0,0.6493896842002869
34198,241,464796556817,write() әдісімен баған түрінде дерек жазу мысалы?,"Форматтау арқылы баған жасап жазамыз. ```python data = [(1, 'Алма'), (2, 'Алмұрт')] with open('table.txt', 'w', encoding='utf-8') as f: for num, fruit in data: f.write(f'{num:<5}{fruit}\n') ```","Форматтау арқылы баған жасап жаза аласыз. ```python data = [(1, 'Алма'), (2, 'Алмұрт')] with open('table.txt', 'w', encoding='utf-8') as f: for num, fruit in data: f.write(f'{num:<5}{fruit}\n') ```",21798,"[21798, 39331, 3093]","[""Форматтау арқылы баған жасап жаза аласыз. ```python data = [(1, 'Алма'), (2, 'Алмұрт')] with open('table.txt', 'w', encoding='utf-8') as f: for num, fruit in data: f.write(f'{num:<5}{fruit}\\n') ```"", ""Форматтауды қолданамыз. ```python data = [(1, 'Алма'), (2, 'Алмұрт')] with open('table.txt', 'w', encoding='utf-8') as f: for num, fruit in data: f.write(f'{num:<5}{fruit}\\n') ```"", ""Форматтауды қолданамыз. ```python data = [(1, 'Алма'), (2, 'Алмұрт')] with open('table.txt', 'w', encoding='utf-8') as f: for num, fruit in data: f.write(f'{num:<5}{fruit}\\n') ```""]","[0.9999997615814209, 0.9999997019767761, 0.9613576531410217]","[1.0, 1.0, 0.8802197802197802]","[0.9599257957935333, 0.9335490480065345, 0.8979618486670347]","[0.9883792400360107, 0.9118055701255798, 0.9118055701255798]",0.0,0.0,0.9552238805965151,0.9999997615814209,1.0,0.9599257707595825,0.9883792400360107,1.0,1.0,1.0,0.9921876192092896,0.0,0.0,1.0,1.0,0.9552238805965151,0.9999997615814209,1.0,0.9921876192092896
19736,242,162423680450,count() әдісімен бірдей ұзындықтағы сөздердің жиілігін анықтау тәсілі?,"Алдымен сөздерді ұзындығына қарай топтап, әр ұзындық үшін count() қолдануға болады. ```python text = ""python java c++ rust go"" words = text.split() lengths = [len(w) for w in words] for length in set(lengths): print(f""Ұзындығы {length}: {lengths.count(length)} сөз"") ```","len() арқылы сүземіз. ```python text = ""python java ruby go"" words = text.split() length = 4 count_same_len = sum(1 for w in words if len(w) == length) print(count_same_len) ```",4249,"[4249, 211, 27434]","[""len() арқылы сүземіз. ```python text = \""python java ruby go\"" words = text.split() length = 4 count_same_len = sum(1 for w in words if len(w) == length) print(count_same_len) ```"", ""split() арқылы сөздерге бөліп, count() және len() қолданамыз. ```python text = \""python java python\"" words = text.split() for w in set(words): print(w, len(w), words.count(w)) ```"", ""split() арқылы сөздерді бөліп алып, set() пен count() қолданамыз. ```python sentence = \""python is easy python is fun\"" words = sentence.split() for w in set(words): print(w, words.count(w)) ```""]","[0.8775416016578674, 0.9265041351318359, 0.879676878452301]","[0.5142045454545454, 0.32571428571428573, 0.39166666666666666]","[0.8259305520491167, 0.7919102814435959, 0.7864187607765197]","[0.7993861436843872, 0.7843084335327148, 0.6767977476119995]",0.0,0.0,0.5277777777772874,0.8775416016578674,0.5142045617103577,0.8259305357933044,0.7993861436843872,0.0,0.0,0.0,0.800786018371582,0.0,0.0,0.0,0.0,0.5277777777772874,0.8775416016578674,0.0,0.800786018371582
24781,243,259051449252,keys() әдісі арқылы алынған кілттердің мәндерін string түріне ауыстыру.,"str() функциясын қолданамыз. ```python nums = {""x"": 5, ""y"": 8} string_values = {k: str(nums[k]) for k in nums.keys()} print(string_values) ```","set() функциясын қолданамыз. ```python info = {""name"": ""Ali"", ""age"": 25} key_set = set(info.keys()) print(key_set) ```",6670,"[6670, 38410, 32325]","[""set() функциясын қолданамыз. ```python info = {\""name\"": \""Ali\"", \""age\"": 25} key_set = set(info.keys()) print(key_set) ```"", ""str.upper() әдісін қолданамыз. ```python data = {\""cat\"": 1, \""dog\"": 2} upper_keys = [k.upper() for k in data.keys()] print(upper_keys) ```"", ""Сөздік түсінігін қолданамыз. ```python data = {\""a\"": 1, \""b\"": 2} reversed_dict = {v: k for k, v in data.items()} print(reversed_dict) ```""]","[0.7554743885993958, 0.8289645314216614, 0.8273845911026001]","[0.743235294117647, 0.47671568627450983, 0.48857142857142855]","[0.8077232071357614, 0.7870663963696536, 0.7837471891403198]","[0.5354093313217163, 0.6470937132835388, 0.5635316967964172]",0.0,0.0,0.24999999999951125,0.7554743885993958,0.7432352900505066,0.8077232241630554,0.5354093313217163,0.0,0.0,0.0,0.8710977435112,0.0,0.0,0.0,0.0,0.24999999999951125,0.7554743885993958,0.0,0.8710977435112
5843,244,930736527532,"break және шексіз цикл қолданылып, тек 0-ден үлкен және 100-ден кіші сан енгізілгенде тоқтату.","Мысал: ```python while True: n = int(input(""Сан енгіз: "")) if 0 < n < 100: break ```","Мысал: ```python while True: n = int(input(""Сан енгіз: "")) if n > 10 and n% 2 == 0: break ```",27672,"[27672, 35261, 20455]","[""Мысал: ```python while True: n = int(input(\""Сан енгіз: \"")) if n > 10 and n% 2 == 0: break ```"", ""Мысал код: ```python while True: n = int(input(\""Сан: \"")) if 100 <= n <= 999 and n% 7 == 0: break ```"", ""Мысал код: ```python total = 0 while True: n = int(input(\""Сан: \"")) total += n if total > 100: print(\""Қосындысы:\"", total) break ```""]","[0.8099119663238525, 0.7077508568763733, 0.8419588804244995]","[0.3502673796791444, 0.4412393162393162, 0.3205555555555556]","[0.7727120350117989, 0.7661182276255044, 0.7625775246063868]","[0.9184629917144775, 0.9249365925788879, 0.8437238931655884]",0.0,0.0,0.8387096774188595,0.8099119663238525,0.3502673804759979,0.7727120518684387,0.9184629321098328,1.0,1.0,1.0,0.9593936800956726,0.0,0.0,1.0,1.0,0.8387096774188595,0.8099119663238525,1.0,0.9593936800956726
47718,245,692503923575,"Regex арқылы 'key=(val1,val2,...)' ішіндегі элементтерді табу.","Ішкі finditer: алдымен топ, кейін ішін бөлу. `python import re s = k=(a,b,c) m=(x,y) for m in re.finditer(r(\w+)=\(([^)]*)\), s): key, inner = m.groups() vals = [mm.group() for mm in re.finditer(r\w+, inner)] print(key, vals) `","`\{(.*?)\}` үлгісі қолданылады. ```python import re text = 'Бұл {мән} мысал' print(re.findall(r'\{(.*?)\}', text)) ```",25528,"[25528, 21783, 19007]","[""`\\{(.*?)\\}` үлгісі қолданылады. ```python import re text = 'Бұл {мән} мысал' print(re.findall(r'\\{(.*?)\\}', text)) ```"", ""`\\\""(\\w+)\\\""\\s*:` үлгісі қолданылады. ```python import re json_str = '{\""name\"": \""Ali\"", \""age\"": 20}' print(re.findall(r'\\\""(\\w+)\\\""\\s*:', json_str)) ```"", ""`\\d+(?:\\.\\d+)?` үлгісі қолданылады. ```python import re text = '5, 3.14, 42' print(re.findall(r'\\d+(?:\\.\\d+)?', text)) ```""]","[0.7266504764556885, 0.6445208191871643, 0.6935108304023743]","[0.3565384615384616, 0.42303030303030303, 0.3025]","[0.7215557199193882, 0.7123792979944836, 0.709580597960949]","[0.15893122553825378, 0.21183434128761292, 0.2624218463897705]",0.0,0.0,0.20689655172377172,0.7266504764556885,0.35653847455978394,0.7215557098388672,0.15893122553825378,0.0,0.0,0.0,0.6852561235427856,0.0,0.0,0.0,0.0,0.20689655172377172,0.7266504764556885,0.0,0.6852561235427856
6100,246,460443937827,continue мен break бір цикл ішінде қолданылған мысал келтіріңіз.,"Мына мысалда 3 саны continue арқылы атталып өтеді, ал 5 саны break арқылы циклді тоқтатады: ```python for i in range(10): if i == 3: continue if i == 5: break print(i) ```","break циклді тоқтатады, ал continue итерацияны өткізіп жібереді: ```python for i in range(5): if i == 1: continue if i == 3: break print(i) # 0, 2 шығады ```",487,"[487, 8333, 22791]","[""break циклді тоқтатады, ал continue итерацияны өткізіп жібереді: ```python for i in range(5): if i == 1: continue if i == 3: break print(i) # 0, 2 шығады ```"", ""Мысал: ```python for i in range(10): if i% 2 == 0: continue if i > 7: break print(i) ```"", ""Мысал: 3 санына келгенде continue орындалып, print орындалмайды: ```python i = 0 while i < 5: i += 1 if i == 3: continue print(i) ```""]","[0.9508984684944153, 0.9561486840248108, 0.865805447101593]","[0.7133333333333334, 0.6241666666666666, 0.5583333333333333]","[0.8864218507289886, 0.872300202679634, 0.8184189645051956]","[0.909636914730072, 0.714583158493042, 0.7609513998031616]",0.0,0.0,0.6896551724132953,0.9508984684944153,0.7133333086967468,0.8864218592643738,0.9096368551254272,1.0,1.0,1.0,0.8538731336593628,0.0,0.0,1.0,1.0,0.6896551724132953,0.9508984684944153,1.0,0.8538731336593628
37854,247,751315713574,TypeError қатесін statistics.quantiles ішінде шығару.,"quantiles тек сандық мәліметтермен жұмыс істейді. ```python import statistics statistics.quantiles(['1', '2', '3']) # TypeError ```","stdev тек сандық мәліметтермен жұмыс істейді. ```python import statistics statistics.stdev(['1', '2']) # TypeError ```",2878,"[2878, 37655, 6898]","[""stdev тек сандық мәліметтермен жұмыс істейді. ```python import statistics statistics.stdev(['1', '2']) # TypeError ```"", ""fmean тек сандарды қабылдайды. ```python import statistics statistics.fmean(['1', '2']) # TypeError ```"", ""pvariance тек сандарды қабылдайды. ```python import statistics statistics.pvariance(['1', '2']) # TypeError ```""]","[0.8672655820846558, 0.8543030619621277, 0.8429479598999023]","[0.7559523809523809, 0.7559523809523809, 0.7559523809523809]","[0.8662090241909027, 0.8654362723231316, 0.8560404634475708]","[0.7110315561294556, 0.7230241298675537, 0.6987322568893433]",0.0,0.0,0.8275862068960523,0.8672655820846558,0.7559523582458496,0.8662090301513672,0.7110315561294556,0.0,0.0,0.0,0.9571455717086792,0.0,0.0,0.0,0.0,0.8275862068960523,0.8672655820846558,0.0,0.9571455717086792
12788,248,945963558243,type() көмегімен property типін көру мысалы.,"property типін тексеру: ```python class MyClass: @property def name(self): return ""Test"" print(type(MyClass.name)) ```",Property типін көру: ```python class MyClass: @property def value(self): return 42 print(type(MyClass.value)) ```,4636,"[4636, 2865, 26032]","[""Property типін көру: ```python class MyClass: @property def value(self): return 42 print(type(MyClass.value)) ```"", ""Property типін көру: ```python class MyClass: @property def value(self): return 42 print(type(MyClass.value)) ```"", ""property — геттер мен сеттерді анықтауға арналған дескриптор: ```python class A: @property def value(self): return 42 print(type(A.value)) ```""]","[0.900962233543396, 0.900962233543396, 0.9067087173461914]","[0.5583333333333333, 0.5583333333333333, 0.39166666666666666]","[0.8586904425024986, 0.858690435051918, 0.8114009675979614]","[0.9150297045707703, 0.9150297045707703, 0.7768533229827881]",0.0,0.0,0.7499999999995,0.900962233543396,0.5583333373069763,0.8586904406547546,0.9150296449661255,1.0,1.0,1.0,0.9441596269607544,0.0,0.0,1.0,1.0,0.7499999999995,0.900962233543396,1.0,0.9441596269607544
34571,249,849572086283,close() әдісімен қатар seek() әдісін қолдану мысалы.,"```python f = open('seek_and_close.txt', 'w+') f.write('12345') f.seek(0) f.close() ```","```python f = open('seek.txt', 'w+') f.write('Test') f.seek(0) f.close() ```",38987,"[38987, 31916, 15079]","[""```python f = open('seek.txt', 'w+') f.write('Test') f.seek(0) f.close() ```"", ""```python f = open('seek_close_175.txt', 'w') f.close() f.seek(0) # ValueError ```"", ""```python f = open('seek_after_close_225.txt', 'w') f.close() f.seek(0) # ValueError ```""]","[0.9938055872917175, 0.9720576405525208, 0.972057580947876]","[0.6754807692307692, 0.6754807692307692, 0.6754807692307692]","[0.8821634791218318, 0.8712772406064547, 0.870424684377817]","[0.9200206995010376, 0.8462910652160645, 0.8356369733810425]",0.0,0.0,0.8666666666661688,0.9938055872917175,0.6754807829856873,0.8821634650230408,0.9200206995010376,1.0,1.0,1.0,0.9557690024375916,0.0,0.0,1.0,1.0,0.8666666666661688,0.9938055872917175,1.0,0.9557690024375916
22535,250,808776692010,remove() әдісі арқылы тек құрамында кемінде бір цифр бар жолдарды жою мысалы?,"any(ch.isdigit() for ch in w) шартын қолданамыз. ```python words = ['python3', 'java', 'c++11'] for w in words[:]: if any(ch.isdigit() for ch in w): words.remove(w) print(words) # ['java'] ```","isdigit() тексеруін қолданамыз. ```python data = ['abc', 'a1b', '123'] for d in data[:]: if any(c.isdigit() for c in d): data.remove(d) print(data) # ['abc'] ```",41038,"[41038, 26564, 44068]","[""isdigit() тексеруін қолданамыз. ```python data = ['abc', 'a1b', '123'] for d in data[:]: if any(c.isdigit() for c in d): data.remove(d) print(data) # ['abc'] ```"", ""any(isdigit) және any(isalpha) шарттары. ```python data = ['abc', 'a1b', '123'] for d in data[:]: if any(c.isdigit() for c in d) and any(c.isalpha() for c in d): data.remove(d) print(data) # ['abc', '123'] ```"", ""Мысал: ```python words = ['a', 'ab', 'c'] for w in words[:]: if len(w) == 1: words.remove(w) print(words) # ['ab'] ```""]","[0.8890007734298706, 0.8281838893890381, 0.8064935803413391]","[0.5583333333333333, 0.45999999999999996, 0.5583333333333333]","[0.8354941267371176, 0.79421872112751, 0.7910810253620147]","[0.8202823996543884, 0.7730357050895691, 0.791132390499115]",0.0,0.0,0.44067796610120197,0.8890007734298706,0.5583333373069763,0.8354941010475159,0.8202824592590332,0.0,0.0,0.0,0.8729915022850037,0.0,0.0,0.0,0.0,0.44067796610120197,0.8890007734298706,0.0,0.8729915022850037
32518,251,572795395395,"subprocess көмегімен бір процестің stdout-ын файлға жазу, ал stderr-ін экранға шығару мысалы.","Бұл үшін `stdout` және `stderr` параметрлерін бөлек басқару керек: ```python import subprocess with open(""output.txt"", ""w"") as f: subprocess.run([""ls"", ""/""], stdout=f, stderr=None) ```","returncode, stdout, stderr жинау: ```python import subprocess res = subprocess.run([""ls"", ""/no_such""], capture_output=True, text=True) print({""code"": res.returncode, ""out"": res.stdout, ""err"": res.stderr}) ```",15406,"[15406, 43645, 30184]","[""returncode, stdout, stderr жинау: ```python import subprocess res = subprocess.run([\""ls\"", \""/no_such\""], capture_output=True, text=True) print({\""code\"": res.returncode, \""out\"": res.stdout, \""err\"": res.stderr}) ```"", ""stderr аргументінде файл объектісін көрсету: ```python import subprocess with open(\""error.log\"", \""w\"") as f: subprocess.Popen([\""ls\"", \""/no_such_dir\""], stderr=f) ```"", ""`stderr=subprocess.STDOUT` арқылы: ```python import subprocess result = subprocess.run([\""bash\"", \""-c\"", \""echo out; echo err 1>&2\""], capture_output=True, text=True, stderr=subprocess.STDOUT) print(result.stdout) ```""]","[0.9012129902839661, 0.8733762502670288, 0.9315559267997742]","[0.3764814814814815, 0.3940340909090909, 0.21416666666666667]","[0.825298476714558, 0.8065533248457042, 0.79858884421587]","[0.7741250991821289, 0.7297389507293701, 0.8108621835708618]",0.0,0.0,0.4074074074069081,0.9012129902839661,0.37648147344589233,0.8252984881401062,0.7741250991821289,0.0,0.0,0.0,0.8007280826568604,0.0,0.0,0.0,0.0,0.4074074074069081,0.9012129902839661,0.0,0.8007280826568604
35094,252,262585399936,CSV оқу кезінде деректерді set жинағына сақтау мысалы?,"`set` қайталанбайтын мәндерді сақтауға көмектеседі. ```python import csv unique_cities = set() with open('people.csv', encoding='utf-8') as file: reader = csv.DictReader(file) for row in reader: unique_cities.add(row['City']) print(unique_cities) ```","Оқылған жолдарды бірден тізімге жинауға болады. ```python import csv with open('data.csv', encoding='utf-8') as file: data = [row for row in csv.reader(file)] print(data) ```",32726,"[32726, 39392, 15008]","[""Оқылған жолдарды бірден тізімге жинауға болады. ```python import csv with open('data.csv', encoding='utf-8') as file: data = [row for row in csv.reader(file)] print(data) ```"", ""if арқылы шарт қолданамыз. ```python import csv with open('people.csv', encoding='utf-8') as f: for row in csv.DictReader(f): if int(row['Age']) > 30: print(row) ```"", ""Барлық жолдарды тізімге сақтау үшін `list(reader)` қолданамыз. ```python import csv with open('data.csv', encoding='utf-8') as file: reader = csv.reader(file) data = list(reader) print(data) ```""]","[0.8055797815322876, 0.7312290072441101, 0.7898162007331848]","[0.44666666666666666, 0.5583333333333333, 0.4113636363636364]","[0.7857337236881256, 0.7778548083305359, 0.7727464715946804]","[0.6096775531768799, 0.4256332218647003, 0.5443375110626221]",0.0,0.0,0.5937499999995077,0.8055797815322876,0.4466666579246521,0.785733699798584,0.6096775531768799,0.0,0.0,0.0,0.8539477586746216,0.0,0.0,0.0,0.0,0.5937499999995077,0.8055797815322876,0.0,0.8539477586746216
21502,253,953065613952,Бірнеше set-тің ортақ элементтерін бірден қалай табамыз?,"intersection() бірнеше set-ке қолданыла алады: ```python a = {1, 2, 3} b = {2, 3, 4} c = {3, 4, 5} print(a.intersection(b, c)) # {3} ```","& операторы немесе intersection() қолданылады: ```python a = {1, 2} b = {2, 3} print(a & b) # {2} ```",18504,"[18504, 33391, 28061]","[""& операторы немесе intersection() қолданылады: ```python a = {1, 2} b = {2, 3} print(a & b) # {2} ```"", ""Бірден бірнеше элементті set-ке қосу үшін update() әдісін қолданамыз. ```python fruits = {'алма'} fruits.update(['өрік', 'банан']) print(fruits) # {'алма', 'өрік', 'банан'} ```"", ""update() әдісін қолданамыз: ```python nums = {1, 2} nums.update({3, 4, 5}) print(nums) ```""]","[0.8869053721427917, 0.7311162948608398, 0.747635543346405]","[0.6111111111111112, 0.6111111111111112, 0.6111111111111112]","[0.8379651640852293, 0.7967433582743009, 0.7891910140713057]","[0.6734368205070496, 0.43264928460121155, 0.4478307366371155]",0.0,0.0,0.5499999999995312,0.8869053721427917,0.6111111044883728,0.837965190410614,0.6734367609024048,0.0,0.0,0.0,0.8835573196411133,0.0,0.0,0.0,0.0,0.5499999999995312,0.8869053721427917,0.0,0.8835573196411133
