question_id,local_test_id,question_hash,test_question,gold_answer,pred_answer,pred_train_idx,top3_train_indices,top3_answers,top3_q_sims,top3_morph_sims,top3_rerank_scores,top3_ans_cos,QSim,MorphSim,RerankScore,Exact,Top3ExactHit,TokenF1,AnsCos,SemHit,Recall3,MRR3,BERTScoreF1,exact_femseg_mapp,top3_femseg_mapp,semantic_femseg_mapp,recall3_femseg_mapp,tokenf1_femseg_mapp,meancos_femseg_mapp,mrr3_femseg_mapp,bertscore_femseg_mapp
32772,1554,a704c0bb8cdfb9e874d786244cc6d89a,Python-де модуль атрибуттарының мәнін тип атауымен бірге шығару мысалы.,"type().__name__ қолдану: ```python import math for name, obj in vars(math).items(): print(name, type(obj).__name__) ```","type() бірге қолдану: ```python import math for name in dir(math): print(name, type(getattr(math, name))) ```",23154,"[23154, 7450, 41963]","[""type() бірге қолдану: ```python import math for name in dir(math): print(name, type(getattr(math, name))) ```"", ""type() қолдану: ```python import math for name, obj in vars(math).items(): print(name, type(obj)) ```"", ""isinstance(obj, int) арқылы: ```python import sys ints = [name for name, obj in vars(sys).items() if isinstance(obj, int)] print(ints) ```""]","[0.9638799428939819, 0.9284474849700928, 0.9482483863830566]","[0.6458333333333333, 0.6458333333333333, 0.6124401913875598]","[0.8684756118059158, 0.852445715367794, 0.8465298783408398]","[0.8701998591423035, 0.9809862375259399, 0.8115150928497314]",0.9638799428939819,0.6458333134651184,0.868475615978241,0.0,0.0,0.7428571428566431,0.8701997995376587,1.0,1.0,1.0,0.8336975574493408,0.0,0.0,1.0,1.0,0.7428571428566431,0.9638799428939819,1.0,0.8336975574493408
8489,1555,8680e61fecf881f88a61fd770a608208,Атаулы аргументтерді орынды қолдану кодты қалай жақсартады?,"Кодты түсінікті әрі қателерден сақтайды, параметр атауын нақты көрсетеді. ```python def send_email(*, to, subject): print(f'{to} → {subject}') send_email(to='user@mail.kz', subject='Құттықтау') ```","Бірдей параметрлерді бірнеше функцияда атаулы етіп беру кодты бірізді етеді. ```python def style(*, font='Arial', size=12): print(f'{font=} {size=}') style(size=14) ```",981,"[981, 3165, 12960]","[""Бірдей параметрлерді бірнеше функцияда атаулы етіп беру кодты бірізді етеді. ```python def style(*, font='Arial', size=12): print(f'{font=} {size=}') style(size=14) ```"", ""Иә, аргумент атауын нақты көрсету арқылы код оқылымдылығы артады. ```python def greet(*, name): print(f'Сәлем, {name}') greet(name='Бекзат') ```"", ""`*` символынан кейін жазылған параметрлер — тек атаулы болып есептеледі. ```python def func(*, x): print(x) func(x=5) ```""]","[0.9030064940452576, 0.8217487335205078, 0.8134286403656006]","[0.39166666666666666, 0.3025, 0.32727272727272727]","[0.7733019686341286, 0.7367626666367054, 0.7355744826576927]","[0.44532305002212524, 0.6776176691055298, 0.5115702748298645]",0.9030064940452576,0.3916666805744171,0.7733019590377808,0.0,0.0,0.19607843137205078,0.44532299041748047,0.0,0.0,0.0,0.7832186818122864,0.0,0.0,0.0,0.0,0.19607843137205078,0.9030064940452576,0.0,0.7832186818122864
26463,1556,f34b17921c932827a803cfcacaa1a745,get() әдісін JSON деректерін оқу кезінде қолдану?,"JSON деректерінде кей кілттер болмауы мүмкін, сондықтан қауіпсіз алу маңызды. ```python import json data = json.loads('{""name"": ""Ali""}') print(data.get(""name"", ""No name"")) ```","JSON парсингінде кей кілттер болмауы мүмкін, сондықтан get() қолданылады. ```python import json raw = '{""user"": {""id"": 1}}' data = json.loads(raw) uid = data.get(""user"", {}).get(""id"") print(uid) ```",41675,"[41675, 12660, 8503]","[""JSON парсингінде кей кілттер болмауы мүмкін, сондықтан get() қолданылады. ```python import json raw = '{\""user\"": {\""id\"": 1}}' data = json.loads(raw) uid = data.get(\""user\"", {}).get(\""id\"") print(uid) ```"", ""Парсингтен кейін уақытша тізімді clear() арқылы тазалауға болады. ```python import json data = json.loads('[1, 2, 3]') data.clear() ```"", ""JSON құрылымындағы мәнді алу: ```python json_data = {\""user\"": {\""details\"": {\""email\"": \""a@b.com\""}}} email = json_data.get(\""user\"", {}).get(\""details\"", {}).get(\""email\"", None) print(email) ```""]","[0.9694668054580688, 0.7961147427558899, 0.8712718486785889]","[0.65625, 0.5583333333333333, 0.39166666666666666]","[0.8681619602441788, 0.7933830127716064, 0.790591726064682]","[0.8541243076324463, 0.8397359251976013, 0.7266824245452881]",0.9694668054580688,0.65625,0.8681619763374329,0.0,0.0,0.5769230769225798,0.8541243672370911,1.0,1.0,1.0,0.8739498853683472,0.0,0.0,1.0,1.0,0.5769230769225798,0.9694668054580688,1.0,0.8739498853683472
1181,1557,ced410707e32ae367dc2acf100d76f74,Python-де код орындалуын нақты логикаға байланысты модульдерге бөлу не үшін қажет?,"Кодты құрылымдау, қайта қолдану және тестілеу үшін модульдерге бөлу тиімді.",Python-де код блоктары шегініс (indentation) арқылы бөлінеді.,20661,"[20661, 42389, 13028]","[""Python-де код блоктары шегініс (indentation) арқылы бөлінеді."", ""Логикалық операторлар шарттарды біріктіру немесе тексеру үшін қолданылады. Олар көбіне if, while секілді операторлармен бірге пайдаланылады. ```python x = 5 y = 10 if x < 10 and y > 5: print(\""Шарт орындалды\"") ```"", ""Стандартты модульдерді тек `import` арқылы қосу жеткілікті. ```python import math print(math.pi) ```""]","[0.7972769737243652, 0.8729612827301025, 0.8090070486068726]","[0.5227272727272727, 0.27928571428571425, 0.33999999999999997]","[0.812762533805587, 0.7672706835508347, 0.7661456026077269]","[0.43751469254493713, 0.38750147819519043, 0.410645067691803]",0.7972769737243652,0.5227272510528564,0.8127625584602356,0.0,0.0,0.0,0.4375147223472595,0.0,0.0,0.0,0.6642633676528931,0.0,0.0,0.0,0.0,0.0,0.7972769737243652,0.0,0.6642633676528931
2110,1558,02b2afed486fd6033a811796967395b9,None == None нәтижесі қандай болады?,"True, өйткені бұл бір ғана мән. ```python print(None == None) # True ```","`'0'` — бұл бос емес жол, сондықтан True болып есептеледі. `not '0'` — False. ```python print(not '0') # Нәтиже: False ```",1402,"[1402, 37742, 23965]","[""`'0'` — бұл бос емес жол, сондықтан True болып есептеледі. `not '0'` — False. ```python print(not '0') # Нәтиже: False ```"", ""`not None` → True, `True is None` → False. ```python print(not None is None) # False ```"", ""any([]) — бос тізім. Элемент жоқ, сондықтан нәтиже: False ```python print(any([])) # False ```""]","[0.8616406321525574, 0.8543635606765747, 0.8754897713661194]","[0.5583333333333333, 0.5583333333333333, 0.4694805194805195]","[0.8099230313897132, 0.807944930255413, 0.790418292132291]","[0.8165783882141113, 0.8673003911972046, 0.8451740741729736]",0.8616406321525574,0.5583333373069763,0.8099230527877808,0.0,0.0,0.27586206896504634,0.8165782690048218,0.0,1.0,0.5,0.789369523525238,0.0,0.0,0.0,1.0,0.27586206896504634,0.8616406321525574,0.5,0.789369523525238
38575,1559,d56d5a2dcb9250a00013a265f87110ca,ZeroDivisionError қатесін except ішінде enumerate() және шартпен қолдану мысалы.,"Индекс пен мәнді бірге тексеру. ```python nums = [2, 0, 5] for i, n in enumerate(nums): try: print(10 / n) except ZeroDivisionError: print(f""{i}-индекс қате"") ```","Элементтердің индексімен бөлуге әрекет жасау. ```python for i, n in enumerate([2, 0, 5]): try: print(i, 10 / n) except ZeroDivisionError: print(i, ""Қате"") ```",44276,"[44276, 35946, 7793]","[""Элементтердің индексімен бөлуге әрекет жасау. ```python for i, n in enumerate([2, 0, 5]): try: print(i, 10 / n) except ZeroDivisionError: print(i, \""Қате\"") ```"", ""Қате болса, циклден шығамыз. ```python for i, n in enumerate([1, 0, 3]): try: print(10 / n) except ZeroDivisionError: print(i, \""қате\"") break ```"", ""Қате болса, assert арқылы қосымша тексеріс жасай аламыз. ```python try: 4 / 0 except ZeroDivisionError: assert False, \""Нөлге бөлу анықталды\"" ```""]","[0.974820613861084, 0.898256778717041, 0.8932645320892334]","[0.8118055555555554, 0.8311111111111111, 0.6525]","[0.9052707116405169, 0.8870749525745709, 0.843158367717266]","[0.9415231943130493, 0.8983204364776611, 0.6627849340438843]",0.974820613861084,0.8118055462837219,0.9052706956863403,0.0,0.0,0.7058823529406782,0.9415231347084045,1.0,1.0,1.0,0.8794795870780945,0.0,0.0,1.0,1.0,0.7058823529406782,0.974820613861084,1.0,0.8794795870780945
10993,1560,b3e864a673945ac4d57d1d5e3472fbe8,reduce() арқылы dict кілттері мен мәндерін біріктіру мысалын келтір.,"Мысал: ```python from functools import reduce d = {'a': 1, 'b': 2, 'c': 3} result = reduce(lambda acc, item: acc + f'{item[0]}{item[1]}', d.items(), '') print(result) # a1b2c3 ```","Мысал: ```python from functools import reduce d = {'x': 10, 'y': 20} res = reduce(lambda acc, item: acc + f'{item[0]}={item[1]} ', d.items(), '').strip() print(res) # x=10 y=20 ```",34845,"[34845, 14401, 23157]","[""Мысал: ```python from functools import reduce d = {'x': 10, 'y': 20} res = reduce(lambda acc, item: acc + f'{item[0]}={item[1]} ', d.items(), '').strip() print(res) # x=10 y=20 ```"", ""comprehension көмегімен орындарын ауыстырамыз: ```python data = {'a': 1, 'b': 2} reversed_dict = {v: k for k, v in data.items()} print(reversed_dict) # {1: 'a', 2: 'b'} ```"", ""comprehension арқылы мәндерді кілт, кілттерді мән қыламыз: ```python colors = {'red': 1, 'green': 2, 'blue': 3} reversed_dict = {v: k for k, v in colors.items()} print(reversed_dict) # {1: 'red', 2: 'green', 3: 'blue'} ```""]","[0.9471228122711182, 0.8388509750366211, 0.8388510346412659]","[0.6016042780748663, 0.5142045454545454, 0.5142045454545454]","[0.837608556935494, 0.7776284241811796, 0.7707120178775354]","[0.9405401349067688, 0.6266090869903564, 0.4512539803981781]",0.9471228122711182,0.6016042828559875,0.8376085758209229,0.0,0.0,0.6666666666661673,0.940540075302124,1.0,1.0,1.0,0.9214246869087219,0.0,0.0,1.0,1.0,0.6666666666661673,0.9471228122711182,1.0,0.9214246869087219
2561,1561,6e5e2ef8fb6b964dc48942760d3d61c4,bool() арқылы массив ішінде бос мәндерді сүзу үлгісі.,"filter(bool,...) бос мәндерді алып тастауға мүмкіндік береді. ```python data = [0, """", 5, ""hello""] print(list(filter(bool, data))) # [5, 'hello'] ```","filter және bool() арқылы тек шын мәндерді алуға болады. ```python data = {""a"": 1, ""b"": 0, ""c"": None} valid = {k: v for k, v in data.items() if bool(v)} print(valid) # {'a': 1} ```",11022,"[11022, 30210, 42118]","[""filter және bool() арқылы тек шын мәндерді алуға болады. ```python data = {\""a\"": 1, \""b\"": 0, \""c\"": None} valid = {k: v for k, v in data.items() if bool(v)} print(valid) # {'a': 1} ```"", ""True мәндерді санау үшін bool() және sum() бірге қолданылады. ```python values = [0, \""a\"", None, \""\""] count = sum(bool(v) for v in values) print(count) # 1 ```"", ""Мәні жалған кілттерді алып тастау үшін пайдалы. ```python d = {\""a\"": 0, \""b\"": 2} filtered = {k: v for k, v in d.items() if bool(v)} print(filtered) # {'b': 2} ```""]","[0.8492861986160278, 0.8880711197853088, 0.8877518773078918]","[0.5142045454545454, 0.39166666666666666, 0.32727272727272727]","[0.7893476684526963, 0.7867155480980873, 0.7708886098644949]","[0.6303399205207825, 0.6362683773040771, 0.7155125141143799]",0.8492861986160278,0.5142045617103577,0.7893476486206055,0.0,0.0,0.3396226415089641,0.6303397417068481,0.0,0.0,0.0,0.8083522915840149,0.0,0.0,0.0,0.0,0.3396226415089641,0.8492861986160278,0.0,0.8083522915840149
22938,1562,bb06a12b4c6d475e1d59c26d4e6f2cd5,union() және copy() әдістерінің байланысы бар ма?,"union() аргументсіз қолданылса, copy() сияқты жұмыс істейді — бастапқы жиынның көшірмесін қайтарады. ```python s = {1, 2, 3} copy1 = s.union() copy2 = s.copy() print(copy1, copy2) # {1, 2, 3} {1, 2, 3} ```","Жоқ, жиындарда қайталанатын элементтер болмайды, сондықтан union() оларды автоматты түрде алып тастайды. ```python set1 = {1, 1, 2} set2 = {2, 3} print(set1.union(set2)) # {1, 2, 3} ```",11647,"[11647, 21535, 5846]","[""Жоқ, жиындарда қайталанатын элементтер болмайды, сондықтан union() оларды автоматты түрде алып тастайды. ```python set1 = {1, 1, 2} set2 = {2, 3} print(set1.union(set2)) # {1, 2, 3} ```"", ""Бірнеше жиынды ретімен біріктіруге болады. ```python s1 = {1} s2 = {2} s3 = {3} merged = s1.union(s2).union(s3) print(merged) # {1, 2, 3} ```"", ""tuple-ды set-ке айналдырып, union() қолдануға болады. ```python nums = {1, 2} tpl = (3, 4) result = nums.union(set(tpl)) print(result) # {1, 2, 3, 4} ```""]","[0.7554317116737366, 0.7633485794067383, 0.7112606763839722]","[0.345, 0.2258741258741259, 0.32727272727272727]","[0.7092201524496078, 0.7008266845170434, 0.7005846783302048]","[0.6756194829940796, 0.7617177963256836, 0.652084231376648]",0.7554317116737366,0.3449999988079071,0.7092201709747314,0.0,0.0,0.41379310344777825,0.6756194829940796,0.0,0.0,0.0,0.8257461190223694,0.0,0.0,0.0,0.0,0.41379310344777825,0.7554317116737366,0.0,0.8257461190223694
31412,1563,6270b3f466a9c3bf4be73c83d7a8f986,Path арқылы файл жолын қалыпқа келтіру мысалы?,`resolve()` әдісі толық және нақты жолды қайтарады. ```python from pathlib import Path p = Path('./folder/../file.txt') print(p.resolve()) ```,`resolve()` абсолютті жолды қайтарады. ```python from pathlib import Path p = Path('data.txt') print(p.resolve()) ```,1126,"[1126, 23754, 28820]","[""`resolve()` абсолютті жолды қайтарады. ```python from pathlib import Path p = Path('data.txt') print(p.resolve()) ```"", ""`.resolve()` әдісін қолданамыз. ```python from pathlib import Path print(Path('notes.txt').resolve()) ```"", ""`.absolute()` әдісі файлдың абсолют жолын қайтарады. ```python from pathlib import Path p = Path('data.txt') print(p.absolute()) ```""]","[0.962541401386261, 0.9506171941757202, 0.9650563597679138]","[0.6111111111111112, 0.6111111111111112, 0.6111111111111112]","[0.8434367357691129, 0.8413026488324006, 0.8410332011183103]","[0.961634635925293, 0.9147374629974365, 0.8968764543533325]",0.962541401386261,0.6111111044883728,0.8434367179870605,0.0,0.0,0.7777777777772839,0.9616345167160034,1.0,1.0,1.0,0.925287127494812,0.0,0.0,1.0,1.0,0.7777777777772839,0.962541401386261,1.0,0.925287127494812
27067,1564,780b468abc7d01c3bcfce66b377a0c56,Импорттау кезінде тек қажет бөлімін қалай импорттаймыз?,`from module import name` синтаксисін қолданамыз. ```python from math import sqrt print(sqrt(9)) ```,`import` арқылы модульді жүктейміз: ```python import math print(math.sqrt(16)) ```,16960,"[16960, 26083, 17579]","[""`import` арқылы модульді жүктейміз: ```python import math print(math.sqrt(16)) ```"", ""import операторын қолданамыз: ```python import math print(math.sqrt(16)) ```"", ""Python автоматты түрде ағымдағы қалтаны `sys.path` тізіміне қосады, сондықтан жай импорт жеткілікті: ```python import mymodule ```""]","[0.842552125453949, 0.842552125453949, 0.811609148979187]","[0.3375, 0.3375, 0.3272058823529412]","[0.7599967470169067, 0.7540874456763267, 0.7490598678939483]","[0.8692079782485962, 0.8737896680831909, 0.6247636079788208]",0.842552125453949,0.3375000059604645,0.759996771812439,0.0,0.0,0.47999999999950715,0.8692080974578857,1.0,1.0,1.0,0.8677313327789307,0.0,0.0,1.0,1.0,0.47999999999950715,0.842552125453949,1.0,0.8677313327789307
23858,1565,61f89027b9757d311f445d92eafd1446,symmetric_difference() бос жиын мен толық жиын айырмашылығын қалай қайтарады?,"Бір жиын бос болса, нәтиже екінші жиынның толық көшірмесі болады. ```python A = set() B = {""a"", ""b""} print(A.symmetric_difference(B)) # {'a', 'b'} ```","Бос жиынмен салыстырғанда, нәтиже екінші жиынның элементтері болады. ```python A = set() B = {""a"", ""b""} print(A.symmetric_difference(B)) # {'a', 'b'} ```",30942,"[30942, 14168, 1315]","[""Бос жиынмен салыстырғанда, нәтиже екінші жиынның элементтері болады. ```python A = set() B = {\""a\"", \""b\""} print(A.symmetric_difference(B)) # {'a', 'b'} ```"", ""Екі жиын да бос болса, нәтиже де бос жиын болады. ```python A = set() B = set() print(A.symmetric_difference(B)) # set() ```"", ""Егер бір жиын бос болса, нәтиже екінші жиынның барлық элементтері болады: ```python A = {1, 2, 3} B = set() print(A.symmetric_difference(B)) # {1, 2, 3} ```""]","[0.8955998420715332, 0.9094672799110413, 0.8825743794441223]","[0.45999999999999996, 0.42303030303030303, 0.42303030303030303]","[0.8010588780403137, 0.7979244596589694, 0.7976051569808613]","[0.943565845489502, 0.9135411381721497, 0.918259859085083]",0.8955998420715332,0.46000000834465027,0.8010588884353638,0.0,0.0,0.8181818181813192,0.943565845489502,1.0,1.0,1.0,0.9402614235877991,0.0,0.0,1.0,1.0,0.8181818181813192,0.8955998420715332,1.0,0.9402614235877991
29366,1566,d120521f2f81ed4058534296a10176cf,Белгілі бір күннің аптадағы күнін атау ретінде шығару жолы?,`%A` форматтау параметрін қолданамыз: ```python import datetime print(datetime.date.today().strftime('%A')) ```,`day` қасиетін қолданамыз: ```python import datetime print(datetime.date.today().day) ```,36463,"[36463, 26608, 2864]","[""`day` қасиетін қолданамыз: ```python import datetime print(datetime.date.today().day) ```"", ""Тек дүйсенбі-жұма аралығы: ```python import datetime def is_weekday(date_): return date_.weekday() < 5 print(is_weekday(datetime.date(2025, 8, 3))) ```"", ""`%a` форматтау параметрі: ```python import datetime print(datetime.date.today().strftime('%a')) ```""]","[0.9849779009819031, 0.9701893925666809, 0.9716399908065796]","[0.6016042780748663, 0.5583333333333333, 0.5583333333333333]","[0.8175386093202281, 0.8062693177759648, 0.8026678480803966]","[0.9469718933105469, 0.8204778432846069, 0.9870147109031677]",0.9849779009819031,0.6016042828559875,0.8175386190414429,0.0,0.0,0.6666666666661701,0.9469717741012573,1.0,1.0,1.0,0.8986203670501709,0.0,0.0,1.0,1.0,0.6666666666661701,0.9849779009819031,1.0,0.8986203670501709
38797,1567,082a81546f4c426e77fc4f04c324c3c1,AttributeError тек Python-ге ғана тән бе?,"Жоқ, басқа тілдерде де ұқсас қателер болады, бірақ Python-де ол нақты атрибутқа қатысты. ```python ""abc"".non_exist # AttributeError ```","Жоқ, басқа тілдерде де ұқсас қателер болады, бірақ атауы басқа болуы мүмкін. ```python ""abc"".non_exist # Python-де AttributeError ```",30392,"[30392, 10656, 7012]","[""Жоқ, басқа тілдерде де ұқсас қателер болады, бірақ атауы басқа болуы мүмкін. ```python \""abc\"".non_exist # Python-де AttributeError ```"", ""isinstance(obj, property) арқылы: ```python import inspect props = [name for name, obj in inspect.getmembers(str) if isinstance(obj, property)] print(props) ```"", ""Класта жоқ атрибутқа жүгінсек: ```python class Dog: def __init__(self, name): self.name = name pet = Dog(\""Rex\"") print(pet.age) # age жоқ ```""]","[0.9825551509857178, 0.8056603670120239, 0.853087842464447]","[0.575, 0.2581818181818182, 0.28]","[0.8750002430081367, 0.7357358919078654, 0.7341464624285697]","[0.9475715160369873, 0.6073049306869507, 0.45762890577316284]",0.9825551509857178,0.574999988079071,0.8750002384185791,0.0,0.0,0.7894736842100263,0.9475715160369873,1.0,1.0,1.0,0.9257825016975403,0.0,0.0,1.0,1.0,0.7894736842100263,0.9825551509857178,1.0,0.9257825016975403
12212,1568,33cd857e4e4f7687d2823e1b1742d284,"input() арқылы енгізілген мәнді бірден float және int-ке түрлендіріп, нәтижелерін шығару жолы қандай?","float() және int(float()) қатар қолдану арқылы жасаймыз. ```python val = input(""Сан: "") print(float(val)) print(int(float(val))) ```","float() нақты сандарға, int() бүтін сандарға айналдырады. ```python value = input(""Сан енгізіңіз: "") print(float(value)) print(int(float(value))) ```",27065,"[27065, 22302, 13499]","[""float() нақты сандарға, int() бүтін сандарға айналдырады. ```python value = input(\""Сан енгізіңіз: \"") print(float(value)) print(int(float(value))) ```"", ""float() функциясы енгізілген жолды нақты санға түрлендіреді. ```python price = float(input(\""Бағаны енгізіңіз: \"")) print(\""Жалпы баға:\"", price) ```"", ""Кіріс ретінде енгізілген мәнді нақты санға айналдыру үшін: ```python x = float(input(\""Санды енгізіңіз: \"")) print(x) ```""]","[0.9252736568450928, 0.9175688624382019, 0.8786315321922302]","[0.47181372549019607, 0.5260606060606061, 0.36979166666666663]","[0.8312756869021584, 0.8198217912056229, 0.7903692987561226]","[0.9360570907592773, 0.7100550532341003, 0.8317994475364685]",0.9252736568450928,0.47181373834609985,0.8312757015228271,0.0,0.0,0.5263157894731841,0.9360570907592773,1.0,1.0,1.0,0.8594855666160583,0.0,0.0,1.0,1.0,0.5263157894731841,0.9252736568450928,1.0,0.8594855666160583
17582,1569,d196c819a8d889aa637d7b6b19c6e423,append() көмегімен сөздер тізімінен тек дауысты әріптен басталатындарын енгізу.,"startswith() арқылы сүземіз: ```python words = [""алма"", ""банан"", ""өрік"", ""шабдалы""] vowel_words = [] for w in words: if w[0].lower() in ""аеёиоуыэюяөү"": vowel_words.append(w) print(vowel_words) # ['алма', 'өрік'] ```","startswith() және кортеж қолданылады: ```python words = [""алма"", ""банан"", ""өрік"", ""шабдалы""] filtered = [] for w in words: if w.startswith((""а"", ""ә"", ""о"", ""ө"", ""ұ"", ""ү"", ""і"", ""и"", ""е"")): filtered.append(w) print(filtered) # ['алма', 'өрік'] ```",41460,"[41460, 29097, 13729]","[""startswith() және кортеж қолданылады: ```python words = [\""алма\"", \""банан\"", \""өрік\"", \""шабдалы\""] filtered = [] for w in words: if w.startswith((\""а\"", \""ә\"", \""о\"", \""ө\"", \""ұ\"", \""ү\"", \""і\"", \""и\"", \""е\"")): filtered.append(w) print(filtered) # ['алма', 'өрік'] ```"", ""Әріптерді сүзу арқылы енгіземіз: ```python letters = ['а', 'б', 'е', 'к', 'о', 'т'] vowels = [] for l in letters: if l in 'аеёиоуыэюя': vowels.append(l) print(vowels) # ['а', 'е', 'о'] ```"", ""Әр әріпті тексереміз: ```python words = [\""алма\"", \""өрік\""] vowels = \""аеёиоуыіAEIOUӘӨҮҰ\"" all_vowels = [] for w in words: for ch in w: if ch in vowels: all_vowels.append(ch) print(all_vowels) ```""]","[0.959206759929657, 0.9259491562843323, 0.95587557554245]","[0.6936363636363636, 0.6622222222222223, 0.57]","[0.8660608524452557, 0.8601953867117564, 0.8471620124697685]","[0.7867443561553955, 0.8548260927200317, 0.853350043296814]",0.959206759929657,0.6936363577842712,0.8660608530044556,0.0,0.0,0.5538461538456549,0.7867443561553955,0.0,1.0,0.5,0.8694276213645935,0.0,0.0,0.0,1.0,0.5538461538456549,0.959206759929657,0.5,0.8694276213645935
18391,1570,76464ecf5875902098b561f3b0138c7d,pop() арқылы алынған әрбір элементтің ASCII кодын шығарыңыз.,"ord() функциясы әріптің ASCII мәнін қайтарады. ```python chars = ['A', 'B', 'C'] while chars: print(ord(chars.pop())) ```","ord() әріптің ASCII кодын қайтарады. ```python chars = ['A', 'B', 'C'] while chars: print(ord(chars.pop())) ```",5463,"[5463, 7871, 6664]","[""ord() әріптің ASCII кодын қайтарады. ```python chars = ['A', 'B', 'C'] while chars: print(ord(chars.pop())) ```"", ""Мысалы: ```python chars = [\""A\"", \""B\"", \""C\""] while chars: print(ord(chars.pop())) ```"", ""ord() функциясы символдың кодын қайтарады. ```python chars = ['A', 'B', 'C'] collected = [] while chars: collected.append(chars.pop()) print([ord(c) for c in collected]) ```""]","[0.9019132852554321, 0.9216166734695435, 0.9119883179664612]","[0.7133333333333334, 0.7133333333333334, 0.6016042780748663]","[0.8516134340643884, 0.8434765721440316, 0.8195994498226095]","[0.982419490814209, 0.8935703039169312, 0.7792351245880127]",0.9019132852554321,0.7133333086967468,0.851613461971283,0.0,0.0,0.9090909090904095,0.9824196100234985,1.0,1.0,1.0,0.9771687984466553,0.0,0.0,1.0,1.0,0.9090909090904095,0.9019132852554321,1.0,0.9771687984466553
38571,1571,4fc386480992e94827f32919dd425700,ZeroDivisionError қатесін except ішінде max() қолдану мысалы.,"Тізімдегі ең үлкен мәнді шығару. ```python nums = [5, 0, 9] try: print(10 / nums[1]) except ZeroDivisionError: print(""Максимум:"", max(nums)) ```","Тізімдегі ең кіші мәнді шығару. ```python nums = [5, 0, 9] try: print(10 / nums[1]) except ZeroDivisionError: print(""Минимум:"", min(nums)) ```",12829,"[12829, 24603, 7793]","[""Тізімдегі ең кіші мәнді шығару. ```python nums = [5, 0, 9] try: print(10 / nums[1]) except ZeroDivisionError: print(\""Минимум:\"", min(nums)) ```"", ""Циклде нөл мәнін өткізіп кету. ```python for n in [3, 0, 5]: try: print(10 / n) except ZeroDivisionError: continue ```"", ""Қате болса, assert арқылы қосымша тексеріс жасай аламыз. ```python try: 4 / 0 except ZeroDivisionError: assert False, \""Нөлге бөлу анықталды\"" ```""]","[0.9510552883148193, 0.9196998476982117, 0.909046471118927]","[0.7875000000000001, 0.7875000000000001, 0.7875000000000001]","[0.8917362535595894, 0.8817865834236145, 0.8802752522230148]","[0.9653085470199585, 0.8426803350448608, 0.7079562544822693]",0.9510552883148193,0.7875000238418579,0.8917362689971924,0.0,0.0,0.857142857142357,0.9653085470199585,1.0,1.0,1.0,0.9840648174285889,0.0,0.0,1.0,1.0,0.857142857142357,0.9510552883148193,1.0,0.9840648174285889
34339,1572,468f505d08563234bf0c5446f28cb186,Файлға writelines() арқылы деректерді кері ретпен және нөмірлеумен жазу.,"reversed() және enumerate() әдістерін бірге қолдануға болады. ```python lines = [""A"", ""B"", ""C""] with open(""reverse_num.txt"", ""w"", encoding=""utf-8"") as f: f.writelines([f""{i+1}. {line}\n"" for i, line in enumerate(reversed(lines))]) ```","reversed() көмегімен тізімді кері айналдырып жазуға болады. ```python lines = [""Бірінші"", ""Екінші"", ""Үшінші""] with open(""reverse.txt"", ""w"", encoding=""utf-8"") as f: f.writelines([line + ""\n"" for line in reversed(lines)]) ```",34554,"[34554, 20732, 15694]","[""reversed() көмегімен тізімді кері айналдырып жазуға болады. ```python lines = [\""Бірінші\"", \""Екінші\"", \""Үшінші\""] with open(\""reverse.txt\"", \""w\"", encoding=\""utf-8\"") as f: f.writelines([line + \""\\n\"" for line in reversed(lines)]) ```"", ""sorted() және enumerate() әдістерін бірге пайдаланыңыз. ```python lines = [\""Python\"", \""Java\"", \""C++\""] with open(\""reverse_sorted_num.txt\"", \""w\"", encoding=\""utf-8\"") as f: f.writelines([f\""{i+1}. {line}\\n\"" for i, line in enumerate(sorted(lines, reverse=True))]) ```"", ""reversed() функциясын қолданыңыз. ```python words = [\""Алма\"", \""Алмұрт\"", \""Шие\""] with open(\""rev_words.txt\"", \""w\"", encoding=\""utf-8\"") as f: f.writelines([w + \""\\n\"" for w in reversed(words)]) ```""]","[0.9460458755493164, 0.9492343664169312, 0.9124393463134766]","[0.6525, 0.6370614035087719, 0.5583333333333333]","[0.8514788769125938, 0.8376052851739683, 0.8208541489243507]","[0.9296025037765503, 0.9372541904449463, 0.8487519025802612]",0.9460458755493164,0.6524999737739563,0.8514788746833801,0.0,0.0,0.6764705882347979,0.9296023845672607,1.0,1.0,1.0,0.8655714988708496,0.0,0.0,1.0,1.0,0.6764705882347979,0.9460458755493164,1.0,0.8655714988708496
