question_id,question_hash,test_question,gold_answer,pred_answer,pred_train_idx,top3_train_indices,top3_answers,top3_q_sims,top3_ans_cos,Exact,Top3ExactHit,TokenF1,QSim,AnsCos,SemHit,Recall3,MRR3,BERTScoreF1,BERTScoreLang,exact_femseg,top3_femseg,semantic_femseg,recall3_femseg,tokenf1_femseg,meancos_femseg,mrr3_femseg,bertscore_femseg
22221,e61b66011b6628a2c973d0640512f1be,add() әдісі арқылы жиынға тек дауысты әріптерді қосу мысалын жазыңыз.,"Дауысты әріптерді сүземіз. ```python letters = set() for ch in ""Python programming"": if ch.lower() in ""aeiou"": letters.add(ch.lower()) print(letters) ```","Дауысты әріптерді сүзгіден өткізіп қосамыз. ```python letters = set() for ch in ""programming"": if ch in ""aeiou"": letters.add(ch) print(letters) ```",2698,"[2698, 41342, 43722]","[""Дауысты әріптерді сүзгіден өткізіп қосамыз. ```python letters = set() for ch in \""programming\"": if ch in \""aeiou\"": letters.add(ch) print(letters) ```"", ""Дауысты әріптерді фильтрлеу үшін set comprehension қолдануға болады. ```python letters = set() for ch in \""informatics\"": letters.add(ch) vowels = {l for l in letters if l in 'aeiou'} print(vowels) ```"", ""Сөздердің алғашқы әріптері: ```python words = [\""Python\"", \""Java\"", \""C++\""] first_letters = set() for w in words: first_letters.add(w[0]) print(first_letters) ```""]","[0.9876160025596619, 0.9687303304672241, 0.9605169892311096]","[0.9567670226097107, 0.8584203720092773, 0.714949369430542]",0.0,0.0,0.8372093023250816,0.9876160025596619,0.9567669630050659,1.0,1.0,1.0,0.9140012860298157,kk,0.0,0.0,1.0,1.0,0.8372093023250816,0.9876160025596619,1.0,0.9140012860298157
39106,fd6ad6a6667c1dbb4e51a5c4c3676c16,"Файл жоқ болса, автоматты түрде PDF форматта генерациялау мысалы?","reportlab кітапханасын қолдануға болады. ```python from reportlab.pdfgen import canvas try: open('invoice.pdf') except FileNotFoundError: c = canvas.Canvas('invoice.pdf') c.drawString(100, 750, 'Invoice') c.save() ```",Тек PDF үлгісін қолданамыз. ```python import glob pdf_files = glob.glob('*.pdf') print(pdf_files) ```,38588,"[38588, 2753, 39072]","[""Тек PDF үлгісін қолданамыз. ```python import glob pdf_files = glob.glob('*.pdf') print(pdf_files) ```"", ""Мысал: ```python filename = 'report.pdf' print('құжат дайын' if filename.endswith('.pdf') else 'пішім қате') ```"", ""shutil.copy() қолданамыз. ```python import glob import shutil for f in glob.glob('docs/*.pdf'): shutil.copy(f, 'backup_docs/') ```""]","[0.8500854969024658, 0.7742447853088379, 0.7507225871086121]","[0.593403697013855, 0.5701788067817688, 0.4847359359264374]",0.0,0.0,0.18604651162745267,0.8500854969024658,0.593403697013855,0.0,0.0,0.0,0.7669708132743835,kk,0.0,0.0,0.0,0.0,0.18604651162745267,0.8500854969024658,0.0,0.7669708132743835
28717,3e67c053e7388172cf8c70b7dc990aad,Python-де пакет дегеніміз не?,"Пакет — бірнеше модульден тұратын құрылым, ол ішінде `__init__.py` файлы болуы мүмкін. ```text mypackage/ __init__.py module1.py module2.py ```",Пакет — бұл бірнеше модульден тұратын қалта. Қалтаның ішінде `__init__.py` файлы болуы керек. Мысалы: ``` mypackage/ __init__.py module1.py module2.py ```,19512,"[19512, 3969, 7414]","[""Пакет — бұл бірнеше модульден тұратын қалта. Қалтаның ішінде `__init__.py` файлы болуы керек. Мысалы: ``` mypackage/ __init__.py module1.py module2.py ```"", ""Пакет — бірнеше модульді қамтитын каталог, ішінде міндетті түрде `__init__.py` файлы болады. ``` mypackage/ __init__.py module1.py module2.py ```"", ""Пакет — бірнеше модульдерден тұратын құрылым, ішінде `__init__.py` файлы болады.""]","[1.0000001192092896, 0.991008460521698, 0.9808902740478516]","[0.9745379090309143, 0.9697285294532776, 0.9096155762672424]",0.0,0.0,0.7804878048775491,1.0000001192092896,0.9745379686355591,1.0,1.0,1.0,0.9016696214675903,kk,0.0,0.0,1.0,1.0,0.7804878048775491,1.0000001192092896,1.0,0.9016696214675903
7027,9802b0a902f92bc0a32b4674be1b6d27,"range(5) мен range(0, 5) бірдей ме?","Иә, екеуі де бірдей нәтиже береді: [0, 1, 2, 3, 4] ```python print(list(range(5))) print(list(range(0, 5))) ```","Иә, екеуі де бірдей: 1-ден 5-ке дейін 1 қадаммен: ```python print(list(range(1, 6))) print(list(range(1, 6, 1))) # Екеуінің нәтижесі: [1, 2, 3, 4, 5] ```",19952,"[19952, 44384, 14192]","[""Иә, екеуі де бірдей: 1-ден 5-ке дейін 1 қадаммен: ```python print(list(range(1, 6))) print(list(range(1, 6, 1))) # Екеуінің нәтижесі: [1, 2, 3, 4, 5] ```"", ""Басталу мен аяқталу мәні тең болғанда, диапазон бос болады: ```python print(list(range(5, 5))) # Нәтиже: [] ```"", ""range(5, 5) бос диапазон қайтарады, себебі басталуы мен аяқталуы бірдей: ```python for i in range(5, 5): print(i) # Нәтиже шықпайды ```""]","[0.9045112133026123, 0.8878328800201416, 0.8878328204154968]","[0.9431747198104858, 0.8640881776809692, 0.6896751523017883]",0.0,0.0,0.6666666666661821,0.9045112133026123,0.9431746006011963,1.0,1.0,1.0,0.851327121257782,kk,0.0,0.0,1.0,1.0,0.6666666666661821,0.9045112133026123,1.0,0.851327121257782
18397,656aa788259a33e1c593f372cef1be7b,pop() арқылы алынған сандарды тек тақ сандар болып сүзгіден өткізіңіз.,"if val% 2!= 0 арқылы тексереміз. ```python nums = [1, 2, 3, 4, 5] while nums: val = nums.pop() if val% 2!= 0: print(val) ```","sum() және len() қолданамыз. ```python nums = [2, 5, 8, 11] collected = [] while nums: val = nums.pop() if val% 2 == 0: collected.append(val) print(sum(collected) / len(collected)) ```",14217,"[14217, 31147, 11821]","[""sum() және len() қолданамыз. ```python nums = [2, 5, 8, 11] collected = [] while nums: val = nums.pop() if val% 2 == 0: collected.append(val) print(sum(collected) / len(collected)) ```"", ""if және sum() қолданамыз. ```python nums = [1, 2, 3, 4, 5, 6] collected = [] while nums: val = nums.pop() if val% 2 == 0: collected.append(val) print(sum(collected)) ```"", ""if val% 2!= 0 тексереміз. ```python nums = [1, 2, 3, 4] while nums: val = nums.pop() if val% 2!= 0: print(val) ```""]","[0.9452341198921204, 0.9436142444610596, 0.9413362741470337]","[0.866359531879425, 0.8988067507743835, 0.9939397573471069]",0.0,0.0,0.5769230769225798,0.9452341198921204,0.8663595914840698,1.0,1.0,1.0,0.8576218485832214,kk,0.0,0.0,1.0,1.0,0.5769230769225798,0.9452341198921204,1.0,0.8576218485832214
5522,2dc5adb3310c27021b409a9eb61a0d6d,while циклі арқылы 5 рет 'Hello' сөзін шығар.,"Мысал код: ```python count = 0 while count < 5: print(""Hello"") count += 1 ```","enumerate() арқылы индекспен әріптерді шығарамыз: ```python word = 'hello' for i, ch in enumerate(word, start=1): print(f'{i}: {ch}') ```",4274,"[4274, 41953, 8320]","[""enumerate() арқылы индекспен әріптерді шығарамыз: ```python word = 'hello' for i, ch in enumerate(word, start=1): print(f'{i}: {ch}') ```"", ""Қайталанатын символдарды басып шығару: ```python for _ in range(5): print('-') ```"", ""`set()` жолдың әр символын жеке элементке айналдырады: ```python s = set('hello') print(s) # {'h', 'e', 'l', 'o'} ```""]","[0.7664294838905334, 0.7599804997444153, 0.7173803448677063]","[0.5355563759803772, 0.5715422630310059, 0.551692545413971]",0.0,0.0,0.24999999999953126,0.7664294838905334,0.5355563163757324,0.0,0.0,0.0,0.7498851418495178,kk,0.0,0.0,0.0,0.0,0.24999999999953126,0.7664294838905334,0.0,0.7498851418495178
19247,4aaf07bb56d3d5dfb3f2484b7a111e33,sort() әдісімен арнайы символдары бар жолдарды сұрыптау.,"key ішінде арнайы таңбаларды алып тастауға болады. ```python words = ['@apple', '#banana', 'cherry'] words.sort(key=lambda w: w.strip('@#')) print(words) ```","key ішінде жол ұзындығының ортасын алу керек. ```python words = ['алма', 'банан', 'өрік'] words.sort(key=lambda w: w[len(w)//2]) print(words) ```",34844,"[34844, 33816, 33861]","[""key ішінде жол ұзындығының ортасын алу керек. ```python words = ['алма', 'банан', 'өрік'] words.sort(key=lambda w: w[len(w)//2]) print(words) ```"", ""Символдар ASCII коды бойынша сұрыпталады. ```python chars = ['d', 'a', 'c', 'b'] chars.sort() print(chars) # ['a', 'b', 'c', 'd'] ```"", ""Әдепкіде кортеждер бірінші элементі бойынша сұрыпталады. ```python pairs = [(2, 'b'), (1, 'a'), (3, 'c')] pairs.sort() print(pairs) # [(1, 'a'), (2, 'b'), (3, 'c')] ```""]","[0.9268982410430908, 0.9183145761489868, 0.9078693389892578]","[0.8765316009521484, 0.6650954484939575, 0.6411905288696289]",0.0,0.0,0.5454545454540465,0.9268982410430908,0.876531720161438,1.0,1.0,1.0,0.8659487366676331,kk,0.0,0.0,1.0,1.0,0.5454545454540465,0.9268982410430908,1.0,0.8659487366676331
22667,159b7b45886202d73151acc36bacd9f5,discard() әдісін қолдану арқылы тек рұқсат етілген мәндерді қалдыру.,"Белгілі бір whitelist тізімінде жоқ элементтерді жоюға болады. ```python allowed = {""A"", ""B""} myset = {""A"", ""B"", ""C"", ""D""} for item in list(myset): if item not in allowed: myset.discard(item) print(myset) # {'A', 'B'} ```","Жиын бос емес болса, discard() элементті қауіпсіз түрде жояды. ```python colors = {""red"", ""green"", ""blue""} colors.discard(""green"") print(colors) ```",1288,"[1288, 15749, 25018]","[""Жиын бос емес болса, discard() элементті қауіпсіз түрде жояды. ```python colors = {\""red\"", \""green\"", \""blue\""} colors.discard(\""green\"") print(colors) ```"", ""Пайдаланушы енгізген сандарды жиыннан алып тастауға болады. ```python nums = {1, 2, 3, 4, 5} for val in map(int, input(\""Жою үшін сандарды енгізіңіз: \"").split()): nums.discard(val) print(nums) ```"", ""copy() арқылы көшірме жасап, соған өзгеріс енгізуге болады. ```python original = {1, 2, 3} copy_set = original.copy() copy_set.discard(2) print(original) # {1, 2, 3} print(copy_set) # {1, 3} ```""]","[0.8917507529258728, 0.8888726234436035, 0.8778702020645142]","[0.42924797534942627, 0.5567824244499207, 0.4669266939163208]",0.0,0.0,0.11320754716935136,0.8917507529258728,0.42924806475639343,0.0,0.0,0.0,0.7889520525932312,kk,0.0,0.0,0.0,0.0,0.11320754716935136,0.8917507529258728,0.0,0.7889520525932312
8239,d3af7419de92ffd965bf297c962a3ec5,"Позициялық аргументтер көмегімен екі тізімді қабылдап, оларды біріктіретін функция жаз.","Мысал: ```python def merge_lists(a, b): print(a + b) merge_lists([1, 2], [3, 4]) ```",Мысал: ```python def double(x): return x * 2 print(double(9)) ```,14992,"[14992, 39985, 18456]","[""Мысал: ```python def double(x): return x * 2 print(double(9)) ```"", ""Мысал: ```python def join_upper(a, b): print((a + ' ' + b).title()) join_upper('kazakh', 'language') ```"", ""Мысал: ```python def positive_diff(a, b): print(abs(a-b)) positive_diff(9, 13) ```""]","[0.9009941220283508, 0.8862302899360657, 0.8828338980674744]","[0.636516809463501, 0.7104126214981079, 0.584760308265686]",0.0,0.0,0.37037037036988746,0.9009941220283508,0.6365167498588562,0.0,0.0,0.0,0.8731355667114258,kk,0.0,0.0,0.0,0.0,0.37037037036988746,0.9009941220283508,0.0,0.8731355667114258
45296,1fac3f4bd7ee3d1b40633107739baf4f,Итерацияны тереңдік бойынша (DFS) стектік тәсілмен орындау.,"list-ті стек ретінде қолданыңыз. `python def dfs(graph, root): st=[root] while st: v=st.pop() yield v st.extend(reversed(graph.get(v, []))) `","Көрілгендерді сетте ұстаңыз. `python class DFS: def __init__(self, edges, start): g={} for u,v in edges: g.setdefault(u,[]).append(v) self.g=g; self.st=[start]; self.seen=set() def __iter__(self): return self def __next__(self): while self.st: u=self.st.pop() if u in self.seen: continue self.seen.add(u) for v in reversed(self.g.get(u, [])): if v not in self.seen: self.st.append(v) return u raise StopIteration print(list(DFS([(1,2),(2,3),(1,3)],1))) `",44864,"[44864, 24573, 39395]","[""Көрілгендерді сетте ұстаңыз. `python class DFS: def __init__(self, edges, start): g={} for u,v in edges: g.setdefault(u,[]).append(v) self.g=g; self.st=[start]; self.seen=set() def __iter__(self): return self def __next__(self): while self.st: u=self.st.pop() if u in self.seen: continue self.seen.add(u) for v in reversed(self.g.get(u, [])): if v not in self.seen: self.st.append(v) return u raise StopIteration print(list(DFS([(1,2),(2,3),(1,3)],1))) `"", ""Бір элементті кортеж соңында үтір болуы керек: ```python t = (42,) print(len(t)) # Нәтиже: 1 ```"", ""len() тек сыртқы кортеждің элемент санын қайтарады. Ал ішкі dict-ке жеке қолдану керек. ```python data = ({'a': 1}, {'b': 2, 'c': 3}) print(len(data)) # Нәтиже: 2 print(len(data[1])) # Нәтиже: 2 ```""]","[0.6526025533676147, 0.6150190234184265, 0.5962538123130798]","[0.5955126881599426, 0.41316890716552734, 0.491397500038147]",0.0,0.0,0.2654867256633722,0.6526025533676147,0.5955127477645874,0.0,0.0,0.0,0.7779030203819275,kk,0.0,0.0,0.0,0.0,0.2654867256633722,0.6526025533676147,0.0,0.7779030203819275
